date, pm25, pm10, o3, no2, so2, co
2022/12/2, 39, 17, 15, 7, , 
2022/12/3, 55, 16, 14, 5, , 
2022/12/4, 56, 12, 17, 7, , 
2022/12/5, 44, 19, 18, 16, , 
2022/12/6, 58, 23, 7, 15, , 
2022/12/7, 71, 22, 14, 11, , 
2022/12/8, 68, 21, 3, 11, , 
2022/12/9, 65, 12, 19, 8, , 
2022/12/10, 42, 12, 23, 6, , 
2022/12/11, 44, 20, 20, 12, , 
2022/12/12, 62, 13, 23, 8, , 
2022/12/13, 43, 16, 15, 9, , 
2022/12/14, 49, 11, 23, 6, , 
2022/12/15, 31, 12, 20, 7, , 
2022/12/16, 38, 3, 15, 5, , 
2022/12/17, 11, 13, 11, 5, , 
2022/12/18, 42, 18, 12, 8, , 
2022/12/19, 59, 23, 11, 11, , 
2022/12/20, 69, , , , , 
2022/11/2, 10, 8, 26, 4, , 
2022/11/3, 21, 7, 30, 6, , 
2022/11/4, 16, 9, 29, 1, , 
2022/11/5, 20, 9, 24, 5, , 
2022/11/6, 24, 8, 32, 5, , 
2022/11/7, 24, 11, 21, 11, , 
2022/11/8, 31, 16, 18, 12, , 
2022/11/9, 36, 9, 22, 7, , 
2022/11/10, 28, 8, 21, 8, , 
2022/11/11, 24, 14, 24, 9, , 
2022/11/12, 41, 12, 26, 7, , 
2022/11/13, 34, 15, 24, 8, , 
2022/11/14, 39, 11, 19, 8, , 
2022/11/15, 29, 8, 23, 7, , 
2022/11/16, 23, 9, 21, 8, , 
2022/11/17, 27, 11, 29, 2, , 
2022/11/18, 29, 4, 26, 4, , 
2022/11/19, 10, 6, 29, 4, , 
2022/11/20, 19, 9, 31, 5, , 
2022/11/21, 33, 3, 32, 2, , 
2022/11/22, 10, 4, 31, 3, , 
2022/11/23, 11, 10, 31, 4, , 
2022/11/24, 28, 11, 23, 8, , 
2022/11/25, 30, 9, 28, 6, , 
2022/11/26, 30, 9, 31, 8, , 
2022/11/27, 29, 19, 10, 11, , 
2022/11/28, 58, 5, 29, 3, , 
2022/11/29, 16, 6, 27, 5, , 
2022/11/30, 18, 11, 15, 7, , 
2022/12/1, 38, 10, 14, 3, , 
2022/10/2, 5, 5, 26, 3, , 
2022/10/3, 9, 7, 26, 4, , 
2022/10/4, 13, 9, 36, 6, , 
2022/10/5, 15, 14, 37, 7, , 
2022/10/6, 20, 25, 33, 3, , 
2022/10/7, 44, 32, 33, 5, , 
2022/10/8, 47, 21, 30, 2, , 
2022/10/9, 44, 28, 31, 3, , 
2022/10/10, 48, 28, 28, 5, , 
2022/10/11, 49, 20, 26, 3, , 
2022/10/12, 45, 14, 25, 3, , 
2022/10/13, 36, 12, 27, 3, , 
2022/10/14, 25, 7, 19, 3, , 
2022/10/15, 11, 6, 26, 4, , 
2022/10/16, 9, 11, 32, 4, , 
2022/10/17, 22, 19, 32, 4, , 
2022/10/18, 26, 21, 29, 9, , 
2022/10/19, 36, 41, 23, 7, , 
2022/10/20, 55, 12, 24, 6, , 
2022/10/21, 15, 9, 33, 8, , 
2022/10/22, 11, 4, 30, 4, , 
2022/10/23, 5, 13, 35, 2, , 
2022/10/24, 21, 10, 31, 7, , 
2022/10/25, 14, 27, 31, 9, , 
2022/10/26, 36, 25, 23, 9, , 
2022/10/27, 37, 33, 28, 5, , 
2022/10/28, 43, 37, 29, 8, , 
2022/10/29, 53, 21, 34, 5, , 
2022/10/30, 32, 18, 35, 4, , 
2022/10/31, 35, 15, 25, 5, , 
2022/11/1, 32, 4, 27, 2, , 
2022/9/2, 27, 11, 41, 2, , 
2022/9/3, 21, 8, 35, 1, , 
2022/9/4, 12, 5, 35, 2, , 
2022/9/5, 16, 8, 42, 2, , 
2022/9/6, 23, 13, 41, 4, , 
2022/9/7, 24, 10, 41, 3, , 
2022/9/8, 18, 11, 39, 3, , 
2022/9/9, 19, 7, 29, 3, , 
2022/9/10, 13, 5, 32, 3, , 
2022/9/11, 9, 6, 36, 3, , 
2022/9/12, 8, 23, 32, 5, , 
2022/9/13, 32, 14, 30, 4, , 
2022/9/14, 19, 9, 36, 3, , 
2022/9/15, 15, 8, 34, 5, , 
2022/9/16, 12, 8, 31, 1, , 
2022/9/17, 14, 9, 37, 2, , 
2022/9/18, 21, 6, 38, 3, , 
2022/9/19, 13, 7, 40, 5, , 
2022/9/21, 21, 11, 40, 4, , 
2022/9/22, 19, 12, 45, 5, , 
2022/9/23, 20, 17, 36, 6, , 
2022/9/24, 40, 7, 33, 2, , 
2022/9/25, 14, 5, 33, 1, , 
2022/9/26, 10, 5, 34, 2, , 
2022/9/27, 10, 5, 32, 1, , 
2022/9/28, 12, 4, 30, 1, , 
2022/9/29, 6, 3, 26, 1, , 
2022/9/30, 5, 3, 28, 2, , 
2022/10/1, 6, 4, 25, 3, , 
2022/8/12, 47, 17, 57, 3, , 
2022/8/13, 54, 25, 61, 3, , 
2022/8/14, 58, 25, 44, 1, , 
2022/8/15, 37, 14, 32, 1, , 
2022/8/16, 34, 12, 40, 1, , 
2022/8/17, 48, 16, 40, 3, , 
2022/8/18, 12, 6, 32, 2, , 
2022/8/19, 9, 4, 33, 1, , 
2022/8/20, 12, 6, 36, 1, , 
2022/8/24, 7, 4, 27, 2, , 
2022/8/25, 10, 7, 35, 3, , 
2022/8/26, 23, 9, 37, 1, , 
2022/8/27, 11, 5, 26, 1, , 
2022/8/28, 18, 8, 40, 1, , 
2022/8/29, 24, 10, 46, 3, , 
2022/8/30, 19, 11, 47, 2, , 
2022/8/31, 29, 14, 48, 3, , 
2022/9/1, 30, 12, 34, 1, , 
2020/4/2, 41, 13, 42, 2, , 
2020/4/3, 36, 16, 41, 4, , 
2020/4/4, 51, 17, 37, 4, , 
2020/4/5, 37, 11, 37, 2, , 
2020/4/6, 28, 13, 31, 3, , 
2020/4/7, 32, 14, 26, 2, , 
2020/4/8, 46, 7, 33, 3, , 
2020/4/9, 20, 5, 35, 2, , 
2020/4/10, 8, 7, 37, 1, , 
2020/4/11, 27, 8, 33, 1, , 
2020/4/12, 18, 8, 27, 1, , 
2020/4/13, 27, 10, 28, 1, , 
2020/4/14, 28, 13, 41, 1, , 
2020/4/15, 35, 15, 36, 2, , 
2020/4/16, 42, 11, 32, 3, , 
2020/4/17, 29, 11, 30, 2, , 
2020/4/18, 26, 8, 26, 1, , 
2020/4/19, 23, 6, 29, , , 
2020/4/20, 17, 4, 27, 1, , 
2020/4/21, 13, 4, 28, 1, , 
2020/4/22, 13, 5, 31, 1, , 
2020/4/23, 20, 7, 29, 2, , 
2020/4/24, 21, 5, 29, 2, , 
2020/4/25, 22, 6, 29, 1, , 
2020/4/26, 16, 7, 29, , , 
2020/4/27, 22, 9, 26, 1, , 
2020/4/28, 25, 6, 32, 1, , 
2020/4/29, 23, 5, 32, 1, , 
2020/4/30, 10, 7, 31, 1, , 
2020/5/1, 17, 5, 19, , , 
2020/5/2, 17, 3, 15, , , 
2020/5/3, 11, 4, 21, , , 
2020/5/4, 10, 8, 33, 2, , 
2020/5/5, 22, 13, 37, 2, , 
2020/5/6, 34, 8, 35, 2, , 
2020/5/7, 32, 11, 34, 3, , 
2020/5/8, 26, 11, 33, 1, , 
2020/5/9, 25, 10, 38, 1, , 
2020/5/10, 23, 8, 33, , , 
2020/5/11, 29, 4, 31, 1, , 
2020/5/12, 13, 6, 19, 1, , 
2020/5/13, 11, 5, 20, 1, , 
2020/5/14, 16, 9, 25, 2, , 
2020/5/15, 22, 7, 33, 3, , 
2020/5/16, 22, 9, 28, 2, , 
2020/5/17, 34, 9, 40, 1, , 
2020/5/18, 35, 10, 40, 2, , 
2020/5/19, 41, 10, 38, 1, , 
2020/5/20, 26, 8, 40, 2, , 
2020/5/21, 22, 14, 40, 1, , 
2020/5/22, 30, 16, 38, 1, , 
2020/5/23, 49, 10, 23, , , 
2020/5/24, 27, 7, 28, , , 
2020/5/25, 16, 10, 37, 2, , 
2020/5/26, 23, 12, 38, 2, , 
2020/5/27, 32, 16, 38, 2, , 
2020/5/28, 31, 12, 43, 3, , 
2020/5/29, 30, 12, 48, 3, , 
2020/5/30, 28, 15, 46, 2, , 
2020/5/31, 40, 17, 42, 1, , 
2020/6/1, 41, 10, 33, 2, , 
2020/6/2, 27, 14, 39, 2, , 
2020/6/3, 37, 13, 33, 2, , 
2020/6/4, 45, 12, 40, , , 
2020/6/5, 24, 6, 34, 1, , 
2020/6/6, 19, 8, 20, 1, , 
2020/6/7, 18, 6, 25, , , 
2020/6/8, 13, 5, 29, 1, , 
2020/6/9, 13, 5, 30, 1, , 
2020/6/10, 13, 7, 35, 1, , 
2020/6/11, 25, 4, 25, 2, , 
2020/1/9, 14, 28, 16, 17, , 
2020/1/10, 43, 29, 31, 15, , 
2020/1/11, 26, 8, 32, 6, , 
2020/1/12, 22, 12, 21, 11, , 
2020/1/13, 38, 23, 22, 13, , 
2020/1/14, 41, 33, 9, 20, , 
2020/1/15, 39, 32, 11, 21, , 
2020/1/16, 63, 29, 15, 19, , 
2020/1/17, 43, 107, 25, 18, , 
2020/1/18, 38, 13, 28, 8, , 
2020/1/19, 9, 5, 24, 7, , 
2020/1/20, 32, 9, 24, 5, , 
2020/1/21, 33, 12, 20, 8, , 
2020/1/22, 46, 15, 17, 8, , 
2020/1/23, 45, 11, 21, 8, , 
2020/1/24, 43, 14, 19, 12, , 
2020/1/25, 48, 27, 18, 17, , 
2020/1/26, 40, 27, 24, 13, , 
2020/1/27, 38, 22, 25, 10, , 
2020/1/28, 33, 17, 21, 17, , 
2020/1/29, 30, 12, 30, 4, , 
2020/1/30, 37, 20, 20, 15, , 
2020/1/31, 26, 15, 14, 13, , 
2020/2/1, 43, 14, 22, 11, , 
2020/2/2, 26, 11, 22, 8, , 
2020/2/3, 19, 6, 25, 7, , 
2020/2/4, 79, 46, 21, 10, , 
2020/2/5, 47, 22, 29, 3, , 
2020/2/6, 25, 11, 27, 7, , 
2020/2/7, 27, 16, 22, 14, , 
2020/2/8, 37, 29, 23, 18, , 
2020/2/9, 70, 33, 27, 11, , 
2020/2/10, 64, 16, 27, 7, , 
2020/2/25, 35, 19, 33, 12, , 
2020/2/26, 69, 23, 35, 4, , 
2020/2/27, 7, 5, 34, 2, , 
2020/2/28, 28, 13, 29, 2, , 
2020/2/29, 38, 21, 26, 5, , 
2020/3/1, 57, 32, 34, 3, , 
2020/3/2, 16, 6, 34, 3, , 
2020/3/3, 17, 6, 34, 1, , 
2020/3/4, 38, 9, 32, 1, , 
2020/3/5, 24, 6, 26, 4, , 
2020/3/6, 14, 7, 35, 5, , 
2020/3/7, 21, 6, 33, 2, , 
2020/3/8, 16, 6, 31, 3, , 
2020/3/9, 16, 7, 33, 5, , 
2020/3/10, 25, 9, 34, 3, , 
2020/3/11, 26, 10, 31, 6, , 
2020/3/12, 39, 16, 32, 8, , 
2020/3/13, 107, 11, 17, 5, , 
2020/3/14, 23, 8, 27, 3, , 
2020/3/15, 31, 24, 26, 2, , 
2020/3/16, 25, 12, 32, 4, , 
2020/3/17, 14, 6, 29, 3, , 
2020/3/18, 27, 9, 21, 4, , 
2020/3/19, 39, 15, 23, 3, , 
2020/3/20, 58, 29, 29, 4, , 
2020/3/21, 47, 21, 32, 3, , 
2020/3/22, 45, 21, 34, 2, , 
2020/3/23, 60, 20, 33, 2, , 
2020/3/24, 58, 21, 29, 2, , 
2020/3/25, 35, 14, 32, 3, , 
2020/3/26, 39, 13, 35, 3, , 
2020/3/27, 43, 13, 39, 2, , 
2020/3/28, 54, 16, 37, 4, , 
2020/3/29, 48, 16, 39, 4, , 
2020/3/30, 54, 25, 19, 3, , 
2019/10/2, 32, 7, 29, 2, , 
2019/10/3, 30, 8, 26, 4, , 
2019/10/4, 23, 6, 23, 4, , 
2019/10/5, 23, 6, 25, 3, , 
2019/10/6, 25, 13, 27, 1, , 
2019/10/7, 33, 10, 28, 4, , 
2019/10/8, 23, 11, 27, 4, , 
2019/10/9, 27, 8, 24, 2, , 
2019/10/10, 23, 8, 30, 5, , 
2019/10/11, 24, 8, 30, 8, , 
2019/10/12, 20, 16, 19, 9, , 
2019/10/13, 41, 18, 33, 3, , 
2019/10/14, 39, 21, 32, 3, , 
2019/10/15, 35, 18, 28, 3, , 
2019/10/16, 20, 7, 28, 8, , 
2019/10/17, 17, 7, 26, 5, , 
2019/10/18, 24, 7, 24, 4, , 
2019/10/19, 25, 6, 20, 5, , 
2019/10/20, 23, 8, 27, 2, , 
2019/10/21, 20, 6, 26, 5, , 
2019/10/23, 3, 7, 27, 4, , 
2019/10/24, 14, 9, 25, 4, , 
2019/10/25, 21, 9, 24, 8, , 
2019/10/26, 19, 7, 28, 8, , 
2019/10/27, 16, 6, 28, 4, , 
2019/10/28, 20, 11, 16, 10, , 
2019/10/29, 19, 21, 27, 7, , 
2019/10/30, 32, 13, 25, 7, , 
2019/10/31, 35, 14, 25, 4, , 
2019/11/1, 34, 8, 23, 3, , 
2019/11/2, 19, 5, 24, 3, , 
2019/11/3, 12, 6, 30, 1, , 
2019/11/4, 14, 7, 28, 2, , 
2019/11/5, 18, 6, 27, 4, , 
2019/11/6, 20, 5, 25, 4, , 
2019/11/7, 21, 6, 26, 4, , 
2019/11/8, 16, 4, 27, 2, , 
2019/11/9, 13, 5, 28, 3, , 
2019/11/10, 18, 7, 28, 3, , 
2019/11/11, 17, 11, 28, 2, , 
2019/11/12, 23, 7, 26, 4, , 
2019/11/13, 19, 12, 22, 6, , 
2019/11/14, 19, 4, 28, 5, , 
2019/11/15, 19, 6, 23, 7, , 
2019/11/16, 23, 8, 30, 2, , 
2019/11/17, 26, 4, 26, 3, , 
2019/11/18, 19, 8, 21, 4, , 
2019/11/19, 22, 11, 24, 11, , 
2019/11/20, 31, 20, 21, 15, , 
2019/11/21, 27, 23, 14, 15, , 
2019/11/22, 32, 15, 27, 9, , 
2019/11/23, 14, 8, 34, 3, , 
2019/11/24, 28, 7, 24, 5, , 
2019/11/25, 18, 11, 26, 13, , 
2019/11/26, 25, 13, 14, 18, , 
2019/11/27, 23, 14, 25, 9, , 
2019/11/28, 33, 9, 25, 8, , 
2019/11/29, 22, 6, 27, 6, , 
2019/11/30, 14, 9, 29, 10, , 
2019/12/1, 15, 8, 27, 9, , 
2019/12/2, 19, 14, 11, 7, , 
2019/12/3, 33, 10, 9, 6, , 
2019/12/4, 24, 16, 9, 9, , 
2019/12/5, 50, 23, 11, 10, , 
2019/12/6, 60, 24, 16, 14, , 
2019/12/7, 32, 20, 19, 12, , 
2019/12/8, 36, 9, 26, 7, , 
2019/12/9, 28, 12, 31, 2, , 
2019/12/10, 35, 11, 27, 14, , 
2019/12/11, 26, 6, 31, 7, , 
2019/12/12, 22, 2, 29, 6, , 
2019/12/13, 8, 3, 31, 1, , 
2019/12/14, 21, 10, 30, 7, , 
2019/12/15, 6, 16, 23, 12, , 
2019/7/13, 51, 15, 33, 2, , 
2019/7/14, 52, , , , , 
2019/7/18, 52, 14, 33, 1, , 
2019/7/19, 44, 11, 38, 2, , 
2019/7/20, 38, 16, 33, 2, , 
2019/7/21, 54, 15, 28, 1, , 
2019/7/22, 43, 21, 45, 3, , 
2019/7/23, 55, 27, 53, 3, , 
2019/7/24, 63, 31, 72, 4, , 
2019/7/25, 67, 46, 48, 3, , 
2019/7/26, 74, 25, 34, 2, , 
2019/7/27, 63, 8, 31, 1, , 
2019/7/28, 35, 7, 27, 1, , 
2019/7/29, 25, 13, 41, 1, , 
2019/7/30, 37, 16, 26, 1, , 
2019/7/31, 39, 16, 30, 1, , 
2019/8/1, 33, 13, 40, 2, , 
2019/8/2, 42, 14, 40, 2, , 
2019/8/3, 46, 12, 44, 3, , 
2019/8/4, 18, 15, 34, 1, , 
2019/8/5, 31, 18, 28, 2, , 
2019/8/6, 35, 16, 31, 3, , 
2019/8/7, 70, 16, 28, 2, , 
2019/8/8, 47, 10, 36, 3, , 
2019/8/9, 28, 14, 40, 4, , 
2019/8/10, 32, 15, 28, 1, , 
2019/8/11, 33, 18, 24, 2, , 
2019/8/13, 93, 8, 27, 3, , 
2019/8/14, 61, 10, 33, 3, , 
2019/8/15, 93, 11, 24, 2, , 
2019/8/16, 53, 8, 33, 2, , 
2019/8/17, 43, 10, 41, 3, , 
2019/8/18, 34, 14, 28, 2, , 
2019/8/19, 47, 11, 26, 2, , 
2019/8/20, 32, 12, 26, 3, , 
2019/8/21, 19, 8, 33, 3, , 
2019/8/22, 19, 12, 39, 4, , 
2019/8/24, 22, 11, 50, 2, , 
2019/8/25, 31, 18, 39, 2, , 
2019/8/26, 52, 17, 41, 3, , 
2019/8/27, 52, 20, 37, 4, , 
2019/8/28, 59, 16, 39, 2, , 
2019/8/29, 50, 19, 35, 2, , 
2019/8/30, 56, 19, 42, 3, , 
2019/8/31, 53, 21, 37, 2, , 
2019/9/1, 52, 17, 29, 1, , 
2019/9/2, 51, 14, 29, 3, , 
2019/9/3, 37, 9, 35, 4, , 
2019/9/4, 24, 12, 41, 3, , 
2019/9/5, 25, 11, 28, 2, , 
2019/9/6, 28, 10, 31, 4, , 
2019/9/7, 30, 9, 36, 2, , 
2019/9/8, 33, 9, 30, 2, , 
2019/9/9, 35, 8, 29, 3, , 
2019/9/10, 28, 10, 26, 3, , 
2019/9/11, 25, 10, 41, 3, , 
2019/9/12, 35, 13, 42, 5, , 
2019/9/13, 31, 12, 42, 7, , 
2019/9/14, 31, 15, 43, 5, , 
2019/9/15, 40, 19, 36, 4, , 
2019/9/16, 49, 21, 40, 4, , 
2019/9/17, 52, 19, 38, 4, , 
2019/9/18, 49, 19, 29, 4, , 
2019/9/19, 55, 15, 36, 4, , 
2019/9/20, 66, 12, 39, 5, , 
2019/9/21, 47, 15, 36, 4, , 
2019/9/22, 34, 14, 24, 2, , 
2019/9/23, 39, 9, 27, 4, , 
2019/9/24, 21, 12, 30, 5, , 
2019/9/25, 22, 14, 26, 2, , 
2019/9/26, 34, 10, 31, 4, , 
2019/9/27, 30, 12, 31, 4, , 
2019/9/28, 56, 11, 29, 1, , 
2019/9/29, 37, 9, 39, 4, , 
2019/9/30, 28, 10, 27, 5, , 
2019/10/1, 31, 7, 23, 5, , 
2018/4/16, 13, 8, 39, 1, , 
2018/4/17, 224, 13, 31, 2, , 1
2018/4/18, 29, 9, 33, 4, , 1
2018/4/19, 24, 10, 34, 5, , 1
2018/4/20, 33, 18, 45, 1, , 
2018/4/21, 44, 21, 44, 3, , 1
2018/4/22, 54, 22, 42, 4, , 
2022/9/20, , 10, 39, 4, , 
2022/8/2, , 11, 49, 1, , 
2022/8/3, , 11, 46, 2, , 
2022/8/4, , 14, 54, 3, , 
2022/8/5, , 14, 45, 2, , 
2022/8/6, , 8, 27, 1, , 
2022/8/7, , 12, 42, 2, , 
2022/8/8, , 13, 53, 1, , 
2022/8/9, , 14, 55, 3, , 
2022/8/10, , 15, 58, 4, , 
2022/8/11, , 20, 57, 3, , 
2022/8/21, , 8, 40, 3, , 
2022/8/22, , 7, 27, 2, , 
2022/8/23, , 4, 20, 1, , 
2022/7/2, , 7, 46, 2, , 
2022/7/3, , 8, 37, 1, , 
2022/7/4, , 9, 25, 1, , 
2022/7/5, , 9, 34, 2, , 
2022/7/6, , 12, 38, 2, , 
2022/7/7, , 11, 44, 1, , 
2022/7/8, , 13, 47, 1, , 
2022/7/9, , 9, 52, 3, , 
2022/7/10, , 10, 49, 3, , 
2022/7/11, , 9, 53, 5, , 
2022/7/12, , 11, 69, 3, , 
2022/7/13, , 15, 70, 4, , 
2022/7/14, , 14, 81, 3, , 
2022/7/15, , 17, 76, 3, , 
2022/7/16, , 40, 68, 3, , 
2022/7/17, , 45, 52, 3, , 
2022/7/18, , 26, 64, 4, , 
2022/7/19, , 30, 38, 2, , 
2022/7/20, , 18, 37, 1, , 
2022/7/21, , 17, 45, 2, , 
2022/7/22, , 16, 31, 1, , 
2022/7/23, , 13, 26, 1, , 
2022/7/24, , 7, 52, 3, , 
2022/7/25, , 14, 31, 1, , 
2022/7/26, , 10, 28, 1, , 
2022/7/27, , 5, 34, 1, , 
2022/7/28, , 6, 34, 2, , 
2022/7/29, , 8, 28, 2, , 
2022/7/30, , 6, 32, 2, , 
2022/7/31, , 9, 40, 1, , 
2022/8/1, , 8, , , , 
2022/6/2, , 14, 44, 2, , 
2022/6/3, , 17, 30, 1, , 
2022/6/4, , 12, 29, 1, , 
2022/6/5, , 9, 32, , , 
2022/6/6, , 7, 34, 1, , 
2022/6/7, , 11, 28, 2, , 
2022/6/8, , 9, 23, 2, , 
2022/6/9, , 9, 32, 1, , 
2022/6/10, , 6, 38, 3, , 
2022/6/11, , 9, 44, 2, , 
2022/6/12, , 11, 32, 1, , 
2022/6/13, , 16, 32, 1, , 
2022/6/14, , 10, 40, 4, , 
2022/6/15, , 28, 59, 2, , 
2022/6/16, , 34, 48, 2, , 
2022/6/17, , 38, 59, 3, , 
2022/6/18, , 42, 49, 1, , 
2022/6/19, , 51, 38, 1, , 
2022/6/20, , 34, 38, 1, , 
2022/6/21, , 19, 34, 1, , 
2022/6/22, , 14, 42, 1, , 
2022/6/23, , 7, 36, 2, , 
2022/6/24, , 8, 36, 1, , 
2022/6/25, , 5, 26, 2, , 
2022/6/26, , 6, 25, , , 
2022/6/27, , 2, 19, 2, , 
2022/6/28, , 5, 31, 1, , 
2022/6/29, , 8, 32, 1, , 
2022/6/30, , 9, 24, 1, , 
2022/7/1, , 2, 27, 1, , 
2022/5/2, , 15, 43, 2, , 
2022/5/3, , 21, 37, 3, , 
2022/5/4, , 15, 38, 3, , 
2022/5/5, , 16, 36, 3, , 
2022/5/6, , 12, 35, 2, , 
2022/5/7, , 9, 41, 2, , 
2022/5/8, , 10, 36, 1, , 
2022/5/9, , 10, 41, 4, , 
2022/5/10, , 10, 49, 2, , 
2022/5/11, , 13, 45, 2, , 
2022/5/12, , 17, 32, 2, , 
2022/5/13, , 12, 35, 1, , 
2022/5/14, , 15, 43, 2, , 
2022/5/15, , 14, 40, 1, , 
2022/5/16, , 22, 37, 2, , 
2022/5/17, , 17, 45, 1, , 
2022/5/18, , 15, 41, 3, , 
2022/5/19, , 16, 30, 1, , 
2022/5/20, , 14, 44, 1, , 
2022/5/21, , 28, 39, 2, , 
2022/5/22, , 22, 40, 1, , 
2022/5/23, , 33, 34, 1, , 
2022/5/24, , 10, 30, 2, , 
2022/5/25, , 5, 34, 1, , 
2022/5/26, , 4, 35, , , 
2022/5/27, , 6, 38, 2, , 
2022/5/28, , 8, 35, 1, , 
